gkg_record_id,date,source,document_url,headline,phase1_label,authoritative_label,previous_label,change_reason,policy_basis,notes,audit_version
20240102121500-43,20240102121500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-in-todays-market-in-terms-of-volume/articleshow/106487738.cms,share market: Share market update: Most active stocks in today's market in terms of volume,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240102131500-981,20240102131500,thehindu.com,https://www.thehindu.com/newsletter/karnataka-today/here-are-the-big-stories-from-karnataka-today/article67698341.ece,Here are the big stories from Karnataka today,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240102133000-1042,20240102133000,indianexpress.com,https://indianexpress.com/article/cities/pune/class-10-passout-designs-online-graphic-biz-industry-9092135/,Pune Inc: This Class 10 passout designs new ways to expand his online graphic biz industry,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240102143000-T2466,20240102143000,genbeta.com,https://www.genbeta.com/a-fondo/ceo-infosys-pidio-trabajar-70-horas-semana-luego-argumento-que-solia-trabajar-al-85-90-horas,"El CEO de Infosys pidió trabajar 70 horas por semana. Luego argumentó que él ""solía trabajar al menos entre 85 y 90 horas""",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240102144500-T189,20240102144500,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-sensex-drops-379-pts-nifty-nears-21650-amid-covid-scare/articleshow/106486021.cms,"Stock Market: नए साल में दूसरे दिन गिरा शेयर बाजार, सेंसेक्स-निफ्टी लाल निशान पर बंद, जानिए क्या है वजह",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240102150000-57,20240102150000,globenewswire.com,https://www.globenewswire.com/news-release/2024/01/02/2802739/0/en/Global-AI-in-Telecommunication-Market-Size-Share-Trends-Analysis-Report-2023-2030-Focus-on-Network-Security-Network-Optimization-Customer-Analytics-Virtual-Assistance-Self-Diagnost.html,"Global AI in Telecommunication Market Size, Share & Trends",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240102151500-1316,20240102151500,businessinsider.in,https://www.businessinsider.in/business/startups/news/startups-in-2024-innovation-cant-override-a-profitable-bottom-line/articleshow/106487468.cms,Startups in 2024: Innovation can't override a profitable bottom line,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240102173000-729,20240102173000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/trade-setup-for-wednesday-15-things-to-know-before-opening-bell-15-11989571.html,Trade setup for Wednesday: 15 things to know before opening bell,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240102194500-T2154,20240102194500,wirtualnemedia.pl,https://www.wirtualnemedia.pl/artykul/pzu-iga-swiatek-koniec,PZU Iga Świątek koniec,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240102203000-1295,20240102203000,livemint.com,https://www.livemint.com/companies/news/will-no-poach-agreements-hold-in-india-11704219873890.html,Will no-poach agreements hold in India?,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103000000-312,20240103000000,financialexpress.com,https://www.financialexpress.com/business/industry-it-earnings-seen-to-be-weak-in-q3-3353577/,IT earnings seen to be weak in Q3,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103010000-68,20240103010000,globenewswire.com,https://www.globenewswire.com/news-release/2024/01/03/2802985/0/en/Cloud-Microservice-Market-Soars-to-US-11-3-Billion-by-2034-with-a-Strong-19-1-CAGR-Future-Market-Insights-Inc.html,Cloud Microservice Market Soars to US$ 11.3 Billion by 2034,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103013000-30,20240103013000,thehindubusinessline.com,https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-january-03/article67698374.ece,"Day trading guide for January 03, 2024: Intraday supports, resistances for Nifty50 stocks",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103014500-357,20240103014500,indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/it-stares-at-slowest-quarterly-revenue-growth-in-a-decade/articleshow/106493849.cms,IT: IT stares at slowest quarterly revenue growth in a decade,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103014500-27,20240103014500,indiatimes.com,https://economictimes.indiatimes.com/tech/startups/catamaran-president-deepak-padaki-sees-startup-valuations-falling-further/articleshow/106493843.cms,startup valuations: Catamaran president Deepak Padaki sees startup valuations falling further,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Founder lifestyle / non-corporate exclusion,"Narayana Murthy / Sudha Murty non-corporate lifestyle, family memoir, flight encounter, or 70-hour work week viral debate",INFY_JAN2024_GROUND_TRUTH_V2
20240103021500-T32,20240103021500,wirtualnemedia.pl,https://www.wirtualnemedia.pl/artykul/pzu-iga-swiatek-koniec-reklama-ile-zarobila,PZU Iga Świątek koniec reklama ile zarobiła,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103030000-608,20240103030000,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/cxo-prenups-it-cos-make-jumping-ship-tougher/articleshow/106497686.cms,CXO Prenups: CXO prenups: IT companies make jumping ship tougher,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103030000-113,20240103030000,indiantelevision.com,https://indiantelevision.com/mam/media-and-advertising/digital-agencies/%E2%80%9Ci-foresee-several-key-trends-shaping-the-trajectory-of-digital-marketing-campaigns-in-the-coming-years%E2%80%9D:-bhavik-mehta-240103,"""I foresee several key trends shaping the trajectory of digital marketing campaigns in the coming years"": Bhavik Mehta",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103041500-791,20240103041500,dnaindia.com,https://www.dnaindia.com/business/report-meet-sudha-murty-who-gave-rs-10000-to-her-husband-narayana-murthy-to-build-company-worth-rs-586000-crore-3073354,"Meet woman who gave Rs 10000 to her husband to build company worth Rs 586000 crore, her husband...",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103041500-685,20240103041500,forbes.com,https://www.forbes.com/sites/shivaramrajgopal/2024/01/02/tarred-by-the-same-brush-how-do-index-makers-deal-with-corporate-governance/,Tarred By The Same Brush: How Do Index Makers Deal With Corporate Governance?,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103043000-406,20240103043000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/sensex-drops-200-points-as-global-markets-tumble-nifty-nears-21600/articleshow/106501294.cms,"sensex today: Sensex drops 200 points as global markets tumble; Nifty nears 21,600",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103043000-954,20240103043000,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/wait-for-results-before-getting-into-it-stocks-be-more-careful-on-power-stocks-deven-choksey/articleshow/106501177.cms,deven choksey: Wait for results before getting into IT stocks; be more careful on power stocks: Deven Choksey,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103043000-783,20240103043000,indiatimes.com,https://economictimes.indiatimes.com/markets/expert-view/ravi-dharamshi-on-how-to-approach-psu-stocks-and-why-he-dumped-it/articleshow/106501404.cms,psu stocks to buy: Ravi Dharamshi on how to approach PSU stocks and why he dumped IT,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103043000-174,20240103043000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/infosys-vs-tcswho-felt-winter-chills-stronger-than-the-other-in-q3/articleshow/106501482.cms,Infosys vs TCS:Who felt winter chills stronger than the other in Q3?,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240103051500-1013,20240103051500,businesstoday.in,https://www.businesstoday.in/markets/market-commentary/story/sensex-falls-over-200-points-nifty-tests-21600-national-aluminium-vodafone-idea-mphasis-slip-up-to-3-411660-2024-01-03,"Sensex falls over 200 points, Nifty tests 21,600; National Aluminium, Vodafone Idea & Mphasis slip up to 3%",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103051500-486,20240103051500,dailypioneer.com,https://www.dailypioneer.com/2024/state-editions/inbriefs-inbriefs.html,inbriefs,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103051500-738,20240103051500,jobsnhire.com,https://www.jobsnhire.com/articles/58074/20240102/quick-rundown-what-happened-tech-giants-over-holidays-layoff-labor.htm,Quick Rundown on What Happened to Tech Giants Over Holidays: From Layoff to Labor Notices,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103051500-999,20240103051500,jobsnhire.com,http://www.jobsnhire.com/articles/58074/20240102/quick-rundown-what-happened-tech-giants-over-holidays-layoff-labor.htm,Quick Rundown on What Happened to Tech Giants Over Holidays: From Layoff to Labor Notices,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103053000-170,20240103053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-up-as-market-falls/articleshow/106502843.cms,Stock Market Sectors: Stock market update: FMCG stocks up as market falls,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103053000-150,20240103053000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-falls/articleshow/106503114.cms,Stock Market Sectors: Stock market update: Power stocks up as market falls,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103053000-64,20240103053000,marketscreener.com,https://www.marketscreener.com/quote/index/NIFTY-50-9743680/news/INDIA-STOCKS-IT-drags-Indian-shares-lower-amid-global-slide-45662369/,INDIA STOCKS-IT drags Indian shares lower amid global slide,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103053000-88,20240103053000,hindustantimes.com,https://www.hindustantimes.com/business/market-bell-sensex-drops-by-200-points-below-72-000-mark-nifty-down-by-0-23-at-21-616-points-stock-market-nse-bse-101704254326729.html,"Sensex drops by 270 points below 72,000 mark; Nifty down by 0.23%",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103054500-630,20240103054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/106503628.cms,active stocks: Share market update: Most active stocks of the day in terms of total traded value,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103054500-571,20240103054500,dnaindia.com,https://www.dnaindia.com/india/report-meet-rashmi-sharma-who-left-job-at-infosys-prepared-for-civil-services-exam-has-now-become-3073364,"Meet Rashmi Sharma, who left job at Infosys, prepared for civil services exam while taking care of son, has now become…",DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,DIRECTLY_RELEVANT,Consistent label across audits,Core corporate business operation / financial disclosure,"Infosys Q3 FY24 earnings, revenue, InSemi acquisition, deals, hiring, or share price performance.",INFY_JAN2024_GROUND_TRUTH_V2
20240103054500-1040,20240103054500,theweek.in,https://www.theweek.in/wire-updates/business/2024/01/03/del11-biz-stocks-open.html,Stock markets fall in early trade dragged down by IT counters weak global trends,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103054500-494,20240103054500,theweek.in,https://www.theweek.in/news/biz-tech/2024/01/03/stock-markets-fall-in-early-trade-dragged-down-by-it-counters-weak-global-trends.html,"Stock markets fall in early trade dragged down by IT counters, weak global trends",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103060000-539,20240103060000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse/articleshow/106504005.cms,52 week high stocks: Stock market update: Stocks that hit 52-week highs on NSE,NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103060000-803,20240103060000,thewire.in,https://thewire.in/law/supreme-court-adani-group-hindenburg,"No Ground to Transfer Adani-Hindenburg Probe, SEBI Should Complete Probe in 3 Months: Supreme Court",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
20240103060000-1012,20240103060000,thehindu.com,https://www.thehindu.com/business/markets/stock-markets-fall-in-early-trade-dragged-down-by-it-counters-weak-global-trends/article67700900.ece,"Stock markets fall in early trade dragged down by IT counters, weak global trends",NOT_RELEVANT,NOT_RELEVANT,NOT_RELEVANT,Consistent label across audits,Unrelated entity,Unrelated candidate,INFY_JAN2024_GROUND_TRUTH_V2
