gkg_record_id,date,source,document_url,headline,retrieval_bucket,human_label,notes
20240103154500-1629,20240103154500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/sensex-falls-535-pts-dragged-by-hdfc-it-shares-weak-global-trends/article67701706.ece,"Sensex falls 535 pts dragged by HDFC & IT shares, weak global trends",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240103154500-485,20240103154500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/mcx-switch-to-new-software-ban-on-trading-key-agri-commodities-keep-exchanges-buzzing/article67701743.ece,"MCX switch to new software, ban on trading key agri commodities keep exchanges buzzing",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240103170000-T1611,20240103170000,rp.pl,https://www.rp.pl/skoki-narciarskie/art39650711-hoerl-wygrywa-kobayashi-jest-nowym-liderem-72-tcs,"Hoerl wygrywa, Kobayashi jest nowym liderem 72. TCS",BROAD_ONLY,NOT_RELEVANT,Foreign corporate/sports entity collision
20240103184500-T372,20240103184500,loksatta.com,https://www.loksatta.com/business/finance/stock-market-updates-sensex-falls-535-points-nifty-settles-at-21517-print-eco-news-zws-70-4138174/,stock market updates sensex falls 535 points nifty settles at 21517 print eco news zws 70,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240103201500-T1501,20240103201500,radiopik.pl,"https://www.radiopik.pl/4,116052,przeblysk-polakow-w-innsbrucku-jan-hoerl-najleps",Przebłysk Polaków w Innsbrucku. Jan Hoerl najlepszy w trzecim konkursie TCS,BROAD_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240103233000-1479,20240103233000,dailyexcelsior.com,https://www.dailyexcelsior.com/sensex-falls-535-pts-dragged-by-hdfc-it-shares-weak-global-trends/,"Sensex falls 535 pts dragged by HDFC & IT shares, weak global trends",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104024500-T772,20240104024500,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/stock-market-prediction-today-there-are-signs-of-bumper-bullish-trend-in-these-stocks-including-alok-industries/articleshow/106523182.cms,"Stock Market Prediction: आज मुनाफा कमाने के लिए Alok Industries सहित इन शेयरों पर रखें नजर, आ सकता है बड़ा उछाल",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104040000-453,20240104040000,indiatimes.com,https://timesofindia.indiatimes.com/city/vadodara/tcs-picks-up-52-commerce-students-of-ms-university/articleshow/106530465.cms,TCS Picks Up 52 Commerce Students: Tcs Picks Up 52 Commerce Students Of Ms University | Vadodara News,BROAD_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104040000-57,20240104040000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/jpmorgan-neutral-on-it-upgrades-infosys-tcs-hcltech-others-on-rate-pivot-base-effect-11996251.html,"JPMorgan 'neutral' on IT, upgrades Infosys, TCS, HCLTech, others on rate pivot, base effect",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240104044500-209,20240104044500,indiatimes.com,https://economictimes.indiatimes.com/markets/options/hot-stocks-ubs-upgrades-infosys-downgrades-wipro-jpmorgan-upgrades-tcs/articleshow/106532187.cms,infosys shares: Hot Stocks: UBS upgrades Infosys & downgrades Wipro; JPMorgan upgrades TCS,BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240104054500-506,20240104054500,indiatimes.com,https://economictimes.indiatimes.com/markets/options/hot-stocks-ubs-upgrades-infosys-downgrades-wipro-jpmorgan-upgrades-tcs/articleshow/106533361.cms,infosys shares: Hot Stocks: UBS upgrades Infosys & downgrades Wipro; JPMorgan upgrades TCS,BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240104054500-528,20240104054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/106533377.cms,active stocks: Share market update: Most active stocks of the day in terms of total traded value,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104061500-207,20240104061500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/hot-stocks-ubs-upgrades-infosys-downgrades-wipro-jpmorgan-upgrades-tcs/articleshow/106532187.cms,infosys shares: Hot Stocks: UBS upgrades Infosys & downgrades Wipro; JPMorgan upgrades TCS,BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240104063000-810,20240104063000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-on-d-street-today-in-terms-of-volume/articleshow/106534831.cms,share market: Share market update: Most active stocks on D-Street today in terms of volume,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104070000-895,20240104070000,vervetimes.com,https://vervetimes.com/infosys-shares-hot-stocks-ubs-upgrades-infosys-jpmorgan-upgrades-tcs-2/,infosys shares: Hot Stocks: UBS upgrades Infosys & downgrades Wipro; JPMorgan upgrades TCS,BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240104071500-65,20240104071500,itnewsonline.com,http://www.itnewsonline.com/BusinessWire/CitiusTech-Appoints-Sudhir-Kesavan-as-Chief-Operating-Officer/32366,CitiusTech Appoints Sudhir Kesavan as Chief Operating Officer,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104080000-764,20240104080000,webindia123.com,https://news.webindia123.com/news/Articles/Business/20240104/4155606.html,CitiusTech Appoints Sudhir Kesavan as Chief Operating Officer,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104080000-1162,20240104080000,aninews.in,https://aninews.in/news/business/business/citiustech-appoints-sudhir-kesavan-as-chief-operating-officer20240104104221/,CitiusTech Appoints Sudhir Kesavan as Chief Operating Officer,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104094500-920,20240104094500,biospectrumindia.com,https://www.biospectrumindia.com/news/66/24042/citiustech-appoints-sudhir-kesavan-as-chief-operating-officer.html,CitiusTech appoints Sudhir Kesavan as Chief Operating Officer,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104100000-1032,20240104100000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/45-companies-buy-back-rs-48000-cr-shares-in-one-year-11998481.html,"45 companies buy back Rs 48,000-cr shares in one year",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104101500-679,20240104101500,openpr.com,https://www.openpr.com/news/3343397/romance-travel-market-may-see-a-big-move-tcs-world-travel-black,"Romance Travel Market May See a Big Move | TCS World Travel, Black",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240104110000-259,20240104110000,openpr.com,https://www.openpr.com/news/3343481/the-global-market-for-hearing-aids-will-reach-11101-1-million,The Global Market for Hearing Aids Will Reach $11101.1 Million,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104111500-T1901,20240104111500,pressnote.in,https://www.pressnote.in/Business_News_489852.html,सेंसेक्स 536 अंक और टूटा Business_News :: pressnote.in,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104113000-924,20240104113000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-advances-0-04/articleshow/106545232.cms,Indices: Stock market update: Nifty IT index advances 0.04%,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104124500-1126,20240104124500,financialexpress.com,https://www.financialexpress.com/healthcare/healthtech/citiustech-appoints-sudhir-kesavan-as-chief-operating-officer/3355561/,CitiusTech appoints Sudhir Kesavan as Chief Operating Officer,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104124500-1043,20240104124500,moneycontrol.com,https://www.moneycontrol.com/news/technology/citiustech-appoints-former-wipro-svp-sudhir-kesavan-as-chief-operating-officer-11999641.html,CitiusTech appoints former Wipro SVP Sudhir Kesavan as Chief Operating Officer,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104134500-44,20240104134500,businessworld.in,https://www.businessworld.in/article/Another-Washout-Year-IT-/02-01-2024-504356/,Another Washout Year IT - BW Businessworld,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104141500-1049,20240104141500,livelaw.in,https://www.livelaw.in/round-ups/yearly/annual-digest-of-direct-tax-cases-supreme-court-high-court-245858,"Annual Digest Of Direct Tax Cases: January-December, 2023",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104144500-723,20240104144500,streetinsider.com,https://www.streetinsider.com/Business+Wire/FundingShield+Successfully+Completes+SOC+2+Audit/22593828.html,FundingShield Successfully Completes SOC 2 Audit,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104173000-2181,20240104173000,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/trade-setup-for-friday-15-things-to-know-before-opening-bell-14-12000761.html,Trade setup for Friday: 15 things to know before opening bell,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104184500-4,20240104184500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/mcx-ccl-faces-tech-issue-delays-payment/article67706959.ece,"MCX CCL faces tech issue, delays payment - The Hindu BusinessLine",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240104201500-1088,20240104201500,businessworld.in,https://www.businessworld.in/article/Another-Washout-Year-For-IT-/02-01-2024-504356/,Another Washout Year For IT - BW Businessworld,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105003000-1032,20240105003000,packagingdigest.com,https://www.packagingdigest.com/automation/manufacturers-grapple-with-ai-and-robotics,Manufacturers Grapple with AI and Robotics,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105020000-595,20240105020000,indiatimes.com,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/it-firms-fight-for-16-billion-worth-of-deals-zomato-pauses-blinkit-integration/articleshow/106556545.cms,IT firms fight for $16 billion worth of deals; Zomato pauses Blinkit integration,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105020000-289,20240105020000,indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/for-it-a-16-billion-deal-feast-on-the-table/articleshow/106553835.cms,"IT services: For IT, a $16 billion deal feast on the table",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105020000-1009,20240105020000,indiatimes.com,https://economictimes.indiatimes.com/epaper/delhicapital/2024/jan/05/et-front/for-it-a-16b-deal-feast-on-the-table/articleshow/106554789.cms,"For IT, a $16b Deal Feast on the Table",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105034500-1044,20240105034500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/india-tech-valuations-put-to-the-test-as-global-headwinds-put-pressure-on-earnings-12001621.html,India tech valuations put to the test as global headwinds put pressure on earnings,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105040000-784,20240105040000,bnnbloomberg.ca,https://www.bnnbloomberg.ca/india-tech-valuations-put-to-the-test-as-global-headwinds-put-pressure-on-earnings-1.2018065,India Tech Valuations Put to the Test as Global Headwinds Put Pressure on Earnings,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105043000-446,20240105043000,yahoo.com,https://finance.yahoo.com/news/india-tech-valuations-put-test-013000221.html,India Tech Valuations Put to the Test as Global Headwinds Put Pressure on Earnings,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105051500-484,20240105051500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/sensex-nifty-extend-gains-to-day-2-strong-setup-seen-ahead-of-q3-results-say-analysts-12002361.html,"Sensex, Nifty extend gains to day 2; strong setup seen ahead of Q3 results, say analysts",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105053000-976,20240105053000,indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/markets-climb-in-early-trade-on-buying-in-it-stocks-fresh-foreign-fund-inflows/articleshow/106561373.cms,"Nifty, Sensex trade higher on rebound in IT, auto stocks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105054500-614,20240105054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-total-traded-value/articleshow/106562337.cms,active stocks: Share market update: Most active stocks of the day in terms of total traded value,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105054500-929,20240105054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-rises/articleshow/106561822.cms,Stock Market Sectors: Stock market update: Mining stocks up as market rises,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105054500-357,20240105054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-up-as-market-rises/articleshow/106562515.cms,Stock Market Sectors: Stock market update: Power stocks up as market rises,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240105054500-T1753,20240105054500,prabhatkhabar.com,https://www.prabhatkhabar.com/business/sensex-nifty-update-stock-market-rose-again-today-sensex-crossed-72-thousand-mdn,"sensex nifty update stock market rose again today sensex crossed 72 thousand mdn | Share Market: ग्लोबल दबाव के बीच आज फिर से तेजी से उछला शेयर बाजार, सेंसेक्स 72 हजार के पार",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
